コード,都道府県,市区町村,市区町村カナ,市区町村かな,緯度,経度
011011,北海道,札幌市中央区,サッポロシチュウオウク,さっぽろしちゅうおうく,43.05546,141.340956
011029,北海道,札幌市北区,サッポロシキタク,さっぽろしきたく,43.09085,141.340831
011037,北海道,札幌市東区,サッポロシヒガシク,さっぽろしひがしく,43.076069,141.363722
011045,北海道,札幌市白石区,サッポロシシロイシク,さっぽろししろいしく,43.047687,141.405078
011053,北海道,札幌市豊平区,サッポロシトヨヒラク,さっぽろしとよひらく,43.031291,141.380106
011061,北海道,札幌市南区,サッポロシミナミク,さっぽろしみなみく,42.990031,141.353497
011070,北海道,札幌市西区,サッポロシニシク,さっぽろしにしく,43.07447,141.300889
011088,北海道,札幌市厚別区,サッポロシアツベツク,さっぽろしあつべつく,43.036408,141.474789
011096,北海道,札幌市手稲区,サッポロシテイネク,さっぽろしていねく,43.121944,141.245632
011100,北海道,札幌市清田区,サッポロシキヨタク,さっぽろしきよたく,42.999636,141.44383
012025,北海道,函館市,ハコダテシ,はこだてし,41.768793,140.72881
012033,北海道,小樽市,オタルシ,おたるし,43.190717,140.994662
012041,北海道,旭川市,アサヒカワシ,あさひかわし,43.770636,142.364819
012050,北海道,室蘭市,ムロランシ,むろらんし,42.315231,140.973799
012068,北海道,釧路市,クシロシ,くしろし,42.984854,144.381356
012076,北海道,帯広市,オビヒロシ,おびひろし,42.923899,143.196103
012084,北海道,北見市,キタミシ,きたみし,43.804031,143.895876
012092,北海道,夕張市,ユウバリシ,ゆうばりし,43.056734,141.973896
012106,北海道,岩見沢市,イワミザワシ,いわみざわし,43.196206,141.775933
012114,北海道,網走市,アバシリシ,あばしりし,44.020632,144.273398
012122,北海道,留萌市,ルモイシ,るもいし,43.940987,141.637012
012131,北海道,苫小牧市,トマコマイシ,とまこまいし,42.634302,141.605372
012149,北海道,稚内市,ワッカナイシ,わっかないし,45.415664,141.673082
012157,北海道,美唄市,ビバイシ,びばいし,43.332881,141.853785
012165,北海道,芦別市,アシベツシ,あしべつし,43.518166,142.189436
012173,北海道,江別市,エベツシ,えべつし,43.103745,141.536247
012181,北海道,赤平市,アカビラシ,あかびらし,43.558074,142.044211
012190,北海道,紋別市,モンベツシ,もんべつし,44.356484,143.354503
012203,北海道,士別市,シベツシ,しべつし,44.178734,142.400404
012211,北海道,名寄市,ナヨロシ,なよろし,44.355938,142.463167
012220,北海道,三笠市,ミカサシ,みかさし,43.245435,141.875327
012238,北海道,根室市,ネムロシ,ねむろし,43.330076,145.58279
012246,北海道,千歳市,チトセシ,ちとせし,42.820958,141.650876
012254,北海道,滝川市,タキカワシ,たきかわし,43.557795,141.91019
012262,北海道,砂川市,スナガワシ,すながわし,43.494843,141.903465
012271,北海道,歌志内市,ウタシナイシ,うたしないし,43.521353,142.034568
012289,北海道,深川市,フカガワシ,ふかがわし,43.72326,142.053538
012297,北海道,富良野市,フラノシ,ふらのし,43.34214,142.383225
012301,北海道,登別市,ノボリベツシ,のぼりべつし,42.41276,141.106632
012319,北海道,恵庭市,エニワシ,えにわし,42.882562,141.577815
012335,北海道,伊達市,ダテシ,だてし,42.471851,140.864679
012343,北海道,北広島市,キタヒロシマシ,きたひろしまし,42.98563,141.563543
012351,北海道,石狩市,イシカリシ,いしかりし,43.171384,141.31552
012360,北海道,北斗市,ホクトシ,ほくとし,41.82406,140.652903
013030,北海道,石狩郡当別町,トウベツチョウ,とうべつちょう,43.223683,141.517072
013048,北海道,石狩郡新篠津村,シンシノツムラ,しんしのつむら,43.225424,141.649216
013315,北海道,松前郡松前町,マツマエチョウ,まつまえちょう,41.430037,140.110435
013323,北海道,松前郡福島町,フクシマチョウ,ふくしまちょう,41.483802,140.251326
013331,北海道,上磯郡知内町,シリウチチョウ,しりうちちょう,41.598356,140.418963
013340,北海道,上磯郡木古内町,キコナイチョウ,きこないちょう,41.678264,140.437568
013374,北海道,亀田郡七飯町,ナナエチョウ,ななえちょう,41.89572,140.69428
013439,北海道,茅部郡鹿部町,シカベチョウ,しかべちょう,42.038487,140.815939
013455,北海道,茅部郡森町,モリマチ,もりまち,42.104795,140.576324
013463,北海道,二海郡八雲町,ヤクモチョウ,やくもちょう,42.255999,140.265281
013471,北海道,山越郡長万部町,オシャマンベチョウ,おしゃまんべちょう,42.513688,140.380633
013617,北海道,檜山郡江差町,エサシチョウ,えさしちょう,41.869156,140.12746
013625,北海道,檜山郡上ノ国町,カミノクニチョウ,かみのくにちょう,41.801082,140.121348
013633,北海道,檜山郡厚沢部町,アッサブチョウ,あっさぶちょう,41.920901,140.225472
013641,北海道,爾志郡乙部町,オトベチョウ,おとべちょう,41.968501,140.135719
013676,北海道,奥尻郡奥尻町,オクシリチョウ,おくしりちょう,42.172278,139.514008
013706,北海道,瀬棚郡今金町,イマカネチョウ,いまかねちょう,42.429422,140.008878
013714,北海道,久遠郡せたな町,セタナチョウ,せたなちょう,42.417161,139.882988
013919,北海道,島牧郡島牧村,シママキムラ,しままきむら,42.70052,140.06146
013927,北海道,寿都郡寿都町,スッツチョウ,すっつちょう,42.790979,140.22898
013935,北海道,寿都郡黒松内町,クロマツナイチョウ,くろまつないちょう,42.667864,140.30754
013943,北海道,磯谷郡蘭越町,ランコシチョウ,らんこしちょう,42.809075,140.528312
013951,北海道,虻田郡ニセコ町,ニセコチョウ,にせこちょう,42.804705,140.687493
013960,北海道,虻田郡真狩村,マッカリムラ,まっかりむら,42.762971,140.803744
013978,北海道,虻田郡留寿都村,ルスツムラ,るすつむら,42.73736,140.875591
013986,北海道,虻田郡喜茂別町,キモベツチョウ,きもべつちょう,42.795472,140.9345
013994,北海道,虻田郡京極町,キョウゴクチョウ,きょうごくちょう,42.858208,140.884088
014001,北海道,虻田郡倶知安町,クッチャンチョウ,くっちゃんちょう,42.901829,140.758698
015717,北海道,虻田郡豊浦町,トヨウラチョウ,とようらちょう,42.583447,140.711832
015849,北海道,虻田郡洞爺湖町,トウヤコチョウ,とうやこちょう,42.551269,140.764098
014010,北海道,岩内郡共和町,キョウワチョウ,きょうわちょう,42.980398,140.611187
014028,北海道,岩内郡岩内町,イワナイチョウ,いわないちょう,42.979785,140.514753
014036,北海道,古宇郡泊村,トマリムラ,とまりむら,43.063355,140.498859
014044,北海道,古宇郡神恵内村,カモエナイムラ,かもえないむら,43.143813,140.430742
014052,北海道,積丹郡積丹町,シャコタンチョウ,しゃこたんちょう,43.298853,140.598193
014061,北海道,古平郡古平町,フルビラチョウ,ふるびらちょう,43.26536,140.63882
014079,北海道,余市郡仁木町,ニキチョウ,にきちょう,43.151691,140.76613
014087,北海道,余市郡余市町,ヨイチチョウ,よいちちょう,43.195232,140.783467
014095,北海道,余市郡赤井川村,アカイガワムラ,あかいがわむら,43.08349,140.813481
014231,北海道,空知郡南幌町,ナンポロチョウ,なんぽろちょう,43.063727,141.650069
014249,北海道,空知郡奈井江町,ナイエチョウ,ないえちょう,43.425106,141.882788
014257,北海道,空知郡上砂川町,カミスナガワチョウ,かみすながわちょう,43.482608,141.984084
014605,北海道,空知郡上富良野町,カミフラノチョウ,かみふらのちょう,43.455661,142.467073
014613,北海道,空知郡中富良野町,ナカフラノチョウ,なかふらのちょう,43.405671,142.425136
014621,北海道,空知郡南富良野町,ミナミフラノチョウ,みなみふらのちょう,43.163979,142.568488
014273,北海道,夕張郡由仁町,ユニチョウ,ゆにちょう,42.999605,141.790338
014281,北海道,夕張郡長沼町,ナガヌマチョウ,ながぬまちょう,43.010353,141.695252
014290,北海道,夕張郡栗山町,クリヤマチョウ,くりやまちょう,43.056309,141.784255
014303,北海道,樺戸郡月形町,ツキガタチョウ,つきがたちょう,43.338436,141.669451
014311,北海道,樺戸郡浦臼町,ウラウスチョウ,うらうすちょう,43.430322,141.818837
014320,北海道,樺戸郡新十津川町,シントツカワチョウ,しんとつかわちょう,43.548547,141.877032
014338,北海道,雨竜郡妹背牛町,モセウシチョウ,もせうしちょう,43.700112,141.961711
014346,北海道,雨竜郡秩父別町,チップベツチョウ,ちっぷべつちょう,43.767013,141.957958
014362,北海道,雨竜郡雨竜町,ウリュウチョウ,うりゅうちょう,43.643924,141.88899
014371,北海道,雨竜郡北竜町,ホクリュウチョウ,ほくりゅうちょう,43.731356,141.879022
014389,北海道,雨竜郡沼田町,ヌマタチョウ,ぬまたちょう,43.806802,141.933272
014729,北海道,雨竜郡幌加内町,ホロカナイチョウ,ほろかないちょう,44.009854,142.153933
014524,北海道,上川郡鷹栖町,タカスチョウ,たかすちょう,43.843353,142.354451
014532,北海道,上川郡東神楽町,ヒガシカグラチョウ,ひがしかぐらちょう,43.696626,142.451437
014541,北海道,上川郡当麻町,トウマチョウ,とうまちょう,43.828177,142.508366
014559,北海道,上川郡比布町,ピップチョウ,ぴっぷちょう,43.875076,142.477552
014567,北海道,上川郡愛別町,アイベツチョウ,あいべつちょう,43.906504,142.577973
014575,北海道,上川郡上川町,カミカワチョウ,かみかわちょう,43.84718,142.770431
014583,北海道,上川郡東川町,ヒガシカワチョウ,ひがしかわちょう,43.698974,142.510317
014591,北海道,上川郡美瑛町,ビエイチョウ,びえいちょう,43.588187,142.466972
014648,北海道,上川郡和寒町,ワッサムチョウ,わっさむちょう,44.023068,142.413306
014656,北海道,上川郡剣淵町,ケンブチチョウ,けんぶちちょう,44.095677,142.361221
014681,北海道,上川郡下川町,シモカワチョウ,しもかわちょう,44.302503,142.635308
016357,北海道,上川郡新得町,シントクチョウ,しんとくちょう,43.079796,142.838737
016365,北海道,上川郡清水町,シミズチョウ,しみずちょう,43.011356,142.88454
014630,北海道,勇払郡占冠村,シムカップムラ,しむかっぷむら,42.979779,142.398357
015814,北海道,勇払郡厚真町,アツマチョウ,あつまちょう,42.723662,141.877935
015857,北海道,勇払郡安平町,アビラチョウ,あびらちょう,42.762815,141.818017
015865,北海道,勇払郡むかわ町,ムカワチョウ,むかわちょう,42.574807,141.92675
014699,北海道,中川郡美深町,ビフカチョウ,びふかちょう,44.481126,142.343014
014702,北海道,中川郡音威子府村,オトイネップムラ,おといねっぷむら,44.725004,142.262464
014711,北海道,中川郡中川町,ナカガワチョウ,なかがわちょう,44.811346,142.071438
016438,北海道,中川郡幕別町,マクベツチョウ,まくべつちょう,42.908234,143.355969
016446,北海道,中川郡池田町,イケダチョウ,いけだちょう,42.928955,143.448355
016454,北海道,中川郡豊頃町,トヨコロチョウ,とよころちょう,42.801052,143.505919
016462,北海道,中川郡本別町,ホンベツチョウ,ほんべつちょう,43.124712,143.610573
014818,北海道,増毛郡増毛町,マシケチョウ,ましけちょう,43.856033,141.525198
014826,北海道,留萌郡小平町,オビラチョウ,おびらちょう,44.015108,141.662575
014834,北海道,苫前郡苫前町,トママエチョウ,とままえちょう,44.30604,141.653022
014842,北海道,苫前郡羽幌町,ハボロチョウ,はぼろちょう,44.360683,141.69725
014851,北海道,苫前郡初山別村,ショサンベツムラ,しょさんべつむら,44.532154,141.766409
014869,北海道,天塩郡遠別町,エンベツチョウ,えんべつちょう,44.722139,141.792369
014877,北海道,天塩郡天塩町,テシオチョウ,てしおちょう,44.888341,141.745397
015164,北海道,天塩郡豊富町,トヨトミチョウ,とよとみちょう,45.102933,141.777505
015202,北海道,天塩郡幌延町,ホロノベチョウ,ほろのべちょう,45.017711,141.849384
015113,北海道,宗谷郡猿払村,サルフツムラ,さるふつむら,45.330616,142.109192
015121,北海道,枝幸郡浜頓別町,ハマトンベツチョウ,はまとんべつちょう,45.123694,142.359948
015130,北海道,枝幸郡中頓別町,ナカトンベツチョウ,なかとんべつちょう,44.969819,142.286735
015148,北海道,枝幸郡枝幸町,エサシチョウ,えさしちょう,44.938714,142.581411
015172,北海道,礼文郡礼文町,レブンチョウ,れぶんちょう,45.30302,141.047689
015181,北海道,利尻郡利尻町,リシリチョウ,りしりちょう,45.187068,141.139627
015199,北海道,利尻郡利尻富士町,リシリフジチョウ,りしりふじちょう,45.247735,141.214344
015431,北海道,網走郡美幌町,ビホロチョウ,びほろちょう,43.823782,144.107042
015440,北海道,網走郡津別町,ツベツチョウ,つべつちょう,43.706453,144.025032
015644,北海道,網走郡大空町,オオゾラチョウ,おおぞらちょう,43.91185,144.172709
015458,北海道,斜里郡斜里町,シャリチョウ,しゃりちょう,43.911513,144.670605
015466,北海道,斜里郡清里町,キヨサトチョウ,きよさとちょう,43.835216,144.594562
015474,北海道,斜里郡小清水町,コシミズチョウ,こしみずちょう,43.856852,144.462025
015491,北海道,常呂郡訓子府町,クンネップチョウ,くんねっぷちょう,43.725255,143.74173
015504,北海道,常呂郡置戸町,オケトチョウ,おけとちょう,43.676323,143.586397
015521,北海道,常呂郡佐呂間町,サロマチョウ,さろまちょう,44.017756,143.774506
015555,北海道,紋別郡遠軽町,エンガルチョウ,えんがるちょう,44.061953,143.527947
015598,北海道,紋別郡湧別町,ユウベツチョウ,ゆうべつちょう,44.151598,143.572894
015601,北海道,紋別郡滝上町,タキノウエチョウ,たきのうえちょう,44.192203,143.077588
015610,北海道,紋別郡興部町,オコッペチョウ,おこっぺちょう,44.469878,143.123891
015628,北海道,紋別郡西興部村,ニシオコッペムラ,にしおこっぺむら,44.328853,142.944392
015636,北海道,紋別郡雄武町,オウムチョウ,おうむちょう,44.582551,142.96181
015750,北海道,有珠郡壮瞥町,ソウベツチョウ,そうべつちょう,42.552283,140.886014
015784,北海道,白老郡白老町,シラオイチョウ,しらおいちょう,42.55126,141.355955
016012,北海道,沙流郡日高町,ヒダカチョウ,ひだかちょう,42.48029,142.074398
016021,北海道,沙流郡平取町,ビラトリチョウ,びらとりちょう,42.585081,142.128523
016047,北海道,新冠郡新冠町,ニイカップチョウ,にいかっぷちょう,42.362406,142.318332
016071,北海道,浦河郡浦河町,ウラカワチョウ,うらかわちょう,42.168516,142.76812
016080,北海道,様似郡様似町,サマニチョウ,さまにちょう,42.127853,142.93355
016098,北海道,幌泉郡えりも町,エリモチョウ,えりもちょう,42.01628,143.148443
016101,北海道,日高郡新ひだか町,シンヒダカチョウ,しんひだかちょう,42.341281,142.368591
016314,北海道,河東郡音更町,オトフケチョウ,おとふけちょう,42.994143,143.19796
016322,北海道,河東郡士幌町,シホロチョウ,しほろちょう,43.168027,143.241377
016331,北海道,河東郡上士幌町,カミシホロチョウ,かみしほろちょう,43.232548,143.296189
016349,北海道,河東郡鹿追町,シカオイチョウ,しかおいちょう,43.099102,142.989043
016373,北海道,河西郡芽室町,メムロチョウ,めむろちょう,42.91186,143.050863
016381,北海道,河西郡中札内村,ナカサツナイムラ,なかさつないむら,42.697614,143.132443
016390,北海道,河西郡更別村,サラベツムラ,さらべつむら,42.650351,143.187858
016411,北海道,広尾郡大樹町,タイキチョウ,たいきちょう,42.49754,143.278814
016420,北海道,広尾郡広尾町,ヒロオチョウ,ひろおちょう,42.285838,143.311496
016471,北海道,足寄郡足寄町,アショロチョウ,あしょろちょう,43.244801,143.553905
016489,北海道,足寄郡陸別町,リクベツチョウ,りくべつちょう,43.468981,143.747243
016497,北海道,十勝郡浦幌町,ウラホロチョウ,うらほろちょう,42.808927,143.658396
016616,北海道,釧路郡釧路町,クシロチョウ,くしろちょう,42.996045,144.466032
016624,北海道,厚岸郡厚岸町,アッケシチョウ,あっけしちょう,43.051871,144.84736
016632,北海道,厚岸郡浜中町,ハマナカチョウ,はまなかちょう,43.077145,145.129369
016641,北海道,川上郡標茶町,シベチャチョウ,しべちゃちょう,43.30344,144.600779
016659,北海道,川上郡弟子屈町,テシカガチョウ,てしかがちょう,43.485348,144.459221
016675,北海道,阿寒郡鶴居村,ツルイムラ,つるいむら,43.229887,144.321216
016683,北海道,白糠郡白糠町,シラヌカチョウ,しらぬかちょう,42.956177,144.071805
016918,北海道,野付郡別海町,ベツカイチョウ,べつかいちょう,43.393787,145.117271
016926,北海道,標津郡中標津町,ナカシベツチョウ,なかしべつちょう,43.555242,144.971391
016934,北海道,標津郡標津町,シベツチョウ,しべつちょう,43.661387,145.131319
016942,北海道,目梨郡羅臼町,ラウスチョウ,らうすちょう,44.021876,145.18962
022012,青森県,青森市,アオモリシ,あおもりし,40.822072,140.747365
022021,青森県,弘前市,ヒロサキシ,ひろさきし,40.603124,140.463922
022039,青森県,八戸市,ハチノヘシ,はちのへし,40.512284,141.488399
022047,青森県,黒石市,クロイシシ,くろいしし,40.642632,140.594645
022055,青森県,五所川原市,ゴショガワラシ,ごしょがわらし,40.808002,140.44009
022063,青森県,十和田市,トワダシ,とわだし,40.612703,141.205908
022071,青森県,三沢市,ミサワシ,みさわし,40.683134,141.368976
022080,青森県,むつ市,ムツシ,むつし,41.292746,141.183476
022098,青森県,つがる市,ツガルシ,つがるし,40.808639,140.380059
022101,青森県,平川市,ヒラカワシ,ひらかわし,40.584011,140.566478
023019,青森県,東津軽郡平内町,ヒラナイマチ,ひらないまち,40.926031,140.95592
023035,青森県,東津軽郡今別町,イマベツマチ,いまべつまち,41.181757,140.481654
023043,青森県,東津軽郡蓬田村,ヨモギタムラ,よもぎたむら,40.971714,140.655966
023078,青森県,東津軽郡外ヶ浜町,ソトガハママチ,そとがはままち,41.043159,140.632296
023213,青森県,西津軽郡鰺ヶ沢町,アジガサワマチ,あじがさわまち,40.779913,140.208695
023230,青森県,西津軽郡深浦町,フカウラマチ,ふかうらまち,40.647895,139.927375
023434,青森県,中津軽郡西目屋村,ニシメヤムラ,にしめやむら,40.576709,140.296288
023612,青森県,南津軽郡藤崎町,フジサキマチ,ふじさきまち,40.656069,140.502811
023621,青森県,南津軽郡大鰐町,オオワニマチ,おおわにまち,40.518188,140.567828
023671,青森県,南津軽郡田舎館村,イナカダテムラ,いなかだてむら,40.631252,140.550116
023817,青森県,北津軽郡板柳町,イタヤナギムラ,いたやなぎまち,40.695894,140.457324
023841,青森県,北津軽郡鶴田町,ツルタマチ,つるたまち,40.758605,140.428382
023876,青森県,北津軽郡中泊町,ナカドマリマチ,なかどまりまち,40.965179,140.43984
024015,青森県,上北郡野辺地町,ノヘジマチ,のへじまち,40.864469,141.128757
024023,青森県,上北郡七戸町,シチノヘマチ,しちのへまち,40.697416,141.151021
024058,青森県,上北郡六戸町,ロクノヘマチ,ろくのへまち,40.609521,141.324949
024066,青森県,上北郡横浜町,ヨコハママチ,よこはままち,41.083147,141.247793
024082,青森県,上北郡東北町,トウホクマチ,とうほくまち,40.727876,141.257882
024112,青森県,上北郡六ヶ所村,ロッカショムラ,ろっかしょむら,40.967344,141.374552
024121,青森県,上北郡おいらせ町,オイラセチョウ,おいらせちょう,40.599107,141.397797
024236,青森県,下北郡大間町,オオママチ,おおままち,41.526771,140.907438
024244,青森県,下北郡東通村,ヒガシドオリムラ,ひがしどおりむら,41.277787,141.328936
024252,青森県,下北郡風間浦村,カザマウラムラ,かざまうらむら,41.487574,140.995729
024261,青森県,下北郡佐井村,サイムラ,さいむら,41.429706,140.859129
024414,青森県,三戸郡三戸町,サンノヘマチ,さんのへまち,40.378407,141.258745
024422,青森県,三戸郡五戸町,ゴノヘマチ,ごのへまち,40.531225,141.30779
024431,青森県,三戸郡田子町,タッコマチ,たっこまち,40.339962,141.15205
024457,青森県,三戸郡南部町,ナンブチョウ,なんぶちょう,40.466593,141.381986
024465,青森県,三戸郡階上町,ハシカミチョウ,はしかみちょう,40.452489,141.620851
024503,青森県,三戸郡新郷村,シンゴウムラ,しんごうむら,40.465626,141.173464
032018,岩手県,盛岡市,モリオカシ,もりおかし,39.702053,141.154484
032026,岩手県,宮古市,ミヤコシ,みやこし,39.64142,141.95714
032034,岩手県,大船渡市,オオフナトシ,おおふなとし,39.081901,141.70853
032051,岩手県,花巻市,ハナマキシ,はなまきし,39.388578,141.116645
032069,岩手県,北上市,キタカミシ,きたかみし,39.286765,141.113191
032077,岩手県,久慈市,クジシ,くじし,40.190524,141.775583
032085,岩手県,遠野市,トオノシ,とおのし,39.327838,141.533303
032093,岩手県,一関市,イチノセキシ,いちのせきし,38.934682,141.1268
032107,岩手県,陸前高田市,リクゼンタカタシ,りくぜんたかたし,39.027661,141.625495
032115,岩手県,釜石市,カマイシシ,かまいしし,39.275818,141.885677
032131,岩手県,二戸市,ニノヘシ,にのへし,40.271213,141.304817
032140,岩手県,八幡平市,ハチマンタイシ,はちまんたいし,39.956477,141.071292
032158,岩手県,奥州市,オウシュウシ,おうしゅうし,39.144529,141.139141
032166,岩手県,滝沢市,タキザワシ,たきざわし,39.734684,141.077095
033014,岩手県,岩手郡雫石町,シズクイシチョウ,しずくいしちょう,39.696288,140.975776
033022,岩手県,岩手郡葛巻町,クズマキマチ,くずまきまち,40.039896,141.436465
033031,岩手県,岩手郡岩手町,イワテマチ,いわてまち,39.97259,141.212516
033219,岩手県,紫波郡紫波町,シワチョウ,しわちょう,39.554568,141.155659
033227,岩手県,紫波郡矢巾町,ヤハバチョウ,やはばちょう,39.605981,141.142889
033669,岩手県,和賀郡西和賀町,ニシワガマチ,にしわがまち,39.434621,140.750124
033812,岩手県,胆沢郡金ケ崎町,カネガサキチョウ,かねがさきちょう,39.195742,141.116324
034029,岩手県,西磐井郡平泉町,ヒライズミチョウ,ひらいずみちょう,38.986662,141.113822
034410,岩手県,気仙郡住田町,スミタチョウ,すみたちょう,39.14223,141.575047
034614,岩手県,上閉伊郡大槌町,オオツチチョウ,おおつちちょう,39.358231,141.899422
034827,岩手県,下閉伊郡山田町,ヤマダマチ,やまだまち,39.467662,141.94895
034835,岩手県,下閉伊郡岩泉町,イワイズミチョウ,いわいずみちょう,39.843042,141.796303
034843,岩手県,下閉伊郡田野畑村,タノハタムラ,たのはたむら,39.93045,141.888868
034851,岩手県,下閉伊郡普代村,フダイムラ,ふだいむら,40.005167,141.885908
035017,岩手県,九戸郡軽米町,カルマイマチ,かるまいまち,40.326746,141.460633
035033,岩手県,九戸郡野田村,ノダムラ,のだむら,40.110266,141.817668
035068,岩手県,九戸郡九戸村,クノヘムラ,くのへむら,40.211392,141.418985
035076,岩手県,九戸郡洋野町,ヒロノチョウ,ひろのちょう,40.284263,141.624833
035246,岩手県,二戸郡一戸町,イチノヘマチ,いちのへまち,40.213011,141.295475
041017,宮城県,仙台市青葉区,センダイシアオバク,せんだいしあおばく,38.269076,140.870403
041025,宮城県,仙台市宮城野区,センダイシミヤギノク,せんだいしみやぎのく,38.266139,140.909832
041033,宮城県,仙台市若林区,センダイシワカバヤシク,せんだいしわかばやしく,38.244224,140.900756
041041,宮城県,仙台市太白区,センダイシタイハクク,せんだいしたいはくく,38.224348,140.877134
041050,宮城県,仙台市泉区,センダイシイズミク,せんだいしいずみく,38.326375,140.881629
042021,宮城県,石巻市,イシノマキシ,いしのまきし,38.43448,141.302917
042030,宮城県,塩竈市,シオガマシ,しおがまし,38.314362,141.022027
042056,宮城県,気仙沼市,ケセンヌマシ,けせんぬまし,38.908078,141.569992
042064,宮城県,白石市,シロイシシ,しろいしし,38.002478,140.61986
042072,宮城県,名取市,ナトリシ,なとりし,38.17152,140.891913
042081,宮城県,角田市,カクダシ,かくだし,37.977063,140.78199
042099,宮城県,多賀城市,タガジョウシ,たがじょうし,38.293839,141.004225
042111,宮城県,岩沼市,イワヌマシ,いわぬまし,38.104292,140.870138
042129,宮城県,登米市,トメシ,とめし,38.691923,141.187579
042137,宮城県,栗原市,クリハラシ,くりはらし,38.730128,141.021333
042145,宮城県,東松島市,ヒガシマツシマシ,ひがしまつしまし,38.426168,141.210242
042153,宮城県,大崎市,オオサキシ,おおさきし,38.577071,140.95535
043010,宮城県,刈田郡蔵王町,ザオウマチ,ざおうまち,38.098164,140.658416
043028,宮城県,刈田郡七ヶ宿町,シチカシュクマチ,しちかしゅくまち,37.993063,140.441612
043214,宮城県,柴田郡大河原町,オオガワラマチ,おおがわらまち,38.049493,140.730721
043222,宮城県,柴田郡村田町,ムラタマチ,むらたまち,38.118539,140.722404
043231,宮城県,柴田郡柴田町,シバタマチ,しばたまち,38.056563,140.76579
043249,宮城県,柴田郡川崎町,カワサキマチ,かわさきまち,38.177737,140.643202
043419,宮城県,伊具郡丸森町,マルモリマチ,まるもりまち,37.911429,140.765528
043613,宮城県,亘理郡亘理町,ワタリチョウ,わたりちょう,38.03746,140.852581
043621,宮城県,亘理郡山元町,ヤマモトチョウ,やまもとちょう,37.961668,140.877818
044016,宮城県,宮城郡松島町,マツシママチ,まつしままち,38.380128,141.067244
044041,宮城県,宮城郡七ヶ浜町,シチガハママチ,しちがはままち,38.304613,141.059186
044067,宮城県,宮城郡利府町,リフチョウ,りふちょう,38.33019,140.975722
044211,宮城県,黒川郡大和町,タイワチョウ,たいわちょう,38.437329,140.886306
044229,宮城県,黒川郡大郷町,オオサトチョウ,おおさとちょう,38.42426,141.004445
044237,宮城県,富谷市,トミヤシ,とみやし,38.399815,140.895408
044245,宮城県,黒川郡大衡村,オオヒラムラ,おおひらむら,38.467226,140.880087
044440,宮城県,加美郡色麻町,シカマチョウ,しかまちょう,38.54892,140.849878
044458,宮城県,加美郡加美町,カミマチ,かみまち,38.571767,140.854751
045012,宮城県,遠田郡涌谷町,ワクヤチョウ,わくやちょう,38.539646,141.128075
045055,宮城県,遠田郡美里町,ミサトマチ,みさとまち,38.544391,141.056695
045811,宮城県,牡鹿郡女川町,オナガワチョウ,おながわちょう,38.449733,141.443088
046060,宮城県,本吉郡南三陸町,ミナミサンリクチョウ,みなみさんりくちょう,38.679771,141.460514
052019,秋田県,秋田市,アキタシ,あきたし,39.720008,140.102564
052027,秋田県,能代市,ノシロシ,のしろし,40.212151,140.026624
052035,秋田県,横手市,ヨコテシ,よこてし,39.313782,140.566649
052043,秋田県,大館市,オオダテシ,おおだてし,40.271405,140.564285
052060,秋田県,男鹿市,オガシ,おがし,39.886818,139.847558
052078,秋田県,湯沢市,ユザワシ,ゆざわし,39.164304,140.495663
052094,秋田県,鹿角市,カヅノシ,かづのし,40.215778,140.788436
052108,秋田県,由利本荘市,ユリホンジョウシ,ゆりほんじょうし,39.385877,140.048791
